Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Pharmacological interaction between 3,4-methylenedioxymethamphetamine (ecstasy) and paroxetine: pharmacological effects and pharmacokinetics.",Farré M; Abanades S; Roset PN; Peiró AM; Torrens M; O'Mathúna B; Segura M; de la Torre R,"3,4-Methylenedioxymethamphetamine (MDMA, ""ecstasy"") is increasingly used by young people for its euphoric and empathic effects. MDMA can be used in combination with other drugs such as selective serotonin reuptake inhibitors. A clinical trial was designed where subjects pretreated with paroxetine, one of the most potent inhibitors of both 5-hydroxytryptamine reuptake and CYP2D6 activity, were challenged with a single dose of MDMA. The aim of the study was to evaluate the pharmacodynamic and pharmacokinetic interaction between paroxetine and MDMA in humans. A randomized, double-blind, crossover, placebo-controlled trial was conducted in 12 healthy male subjects. Variables included physiological parameters, psychomotor performance, subjective effects, and pharmacokinetics. Subjects received 20 mg/day paroxetine (or placebo) orally for the 3 days before MDMA challenge (100 mg oral). MDMA alone produced the prototypical effects of the drug. Pretreatment with paroxetine was associated with marked decreases of both physiological and subjective effects of MDMA, despite a 30% increase in MDMA plasma concentrations. The decreases of 3-methoxy-4-hydroxymethamphetamine plasma concentrations suggest a metabolic interaction of paroxetine and MDMA. These data show that pretreatment with paroxetine significantly attenuates MDMA-related physiological and psychological effects. It seems that paroxetine could interact with MDMA at pharmacodynamic (serotonin transporter) and pharmacokinetic (CYP2D6 metabolism) levels. Marked decrease in the effects of MDMA could lead users to take higher doses of MDMA and to produce potential life-threatening toxic effects.",2007,Dec,J Pharmacol Exp Ther,323,3,954-62,,10.1124/jpet.107.129056,17890444,#28441,Farré 2007,"",Possible RCT
"Ketanserin Reverses the Acute Response to LSD in a Randomized, Double-Blind, Placebo-Controlled, Crossover Study in Healthy Participants.",Becker AM; Klaiber A; Holze F; Istampoulouoglou I; Duthaler U; Varghese N; Eckert A; Liechti ME,"BACKGROUND: Lysergic acid diethylamide (LSD) is currently being investigated in psychedelic-assisted therapy. LSD has a long duration of acute action of 8-11 hours. It produces its acute psychedelic effects via stimulation of the serotonin 5-hydroxytryptamine-2A (HT2A) receptor. Administration of the 5-HT2A antagonist ketanserin before LSD almost fully blocks the acute subjective response to LSD. However, unclear is whether ketanserin can also reverse the effects of LSD when administered after LSD. METHODS: We used a double-blind, randomized, placebo-controlled, crossover design in 24 healthy participants who underwent two 14-hour sessions and received ketanserin (40 mg p.o.) or placebo 1 hour after LSD (100 µg p.o.). Outcome measures included subjective effects, autonomic effects, acute adverse effects, plasma brain-derived neurotrophic factor levels, and pharmacokinetics up to 12 hours. RESULTS: Ketanserin reversed the acute response to LSD, thereby significantly reducing the duration of subjective effects from 8.5 hours with placebo to 3.5 hours. Ketanserin also reversed LSD-induced alterations of mind, including visual and acoustic alterations and ego dissolution. Ketanserin reduced adverse cardiovascular effects and mydriasis that were associated with LSD but had no effects on elevations of brain-derived neurotrophic factor levels. Ketanserin did not alter the pharmacokinetics of LSD. CONCLUSIONS: These findings are consistent with an interaction between ketanserin and LSD and the view that LSD produces its psychedelic effects only when occupying 5-HT2A receptors. Ketanserin can effectively be used as a planned or rescue option to shorten and attenuate the LSD experience in humans in research and LSD-assisted therapy. TRIAL REGISTRY: ClinicalTrials.gov (NCT04558294).",2023,Feb,Int J Neuropsychopharmacol,26,2,97-106,ClinicalTrials.gov/NCT04558294,10.1093/ijnp/pyac075,36342343,#28444,Becker 2023,"",Possible RCT
"Acute effects of MDMA on trust, cooperative behaviour and empathy: A double-blind, placebo-controlled experiment.",Borissova A; Ferguson B; Wall MB; Morgan CJ; Carhart-Harris RL; Bolstridge M; Bloomfield MA; Williams TM; Feilding A; Murphy K; Tyacke RJ; Erritzoe D; Stewart L; Wolff K; Nutt D; Curran HV; Lawn W,"BACKGROUND: 3,4-Methylenedioxymethamphetamine (MDMA) is being actively researched as an adjunct to psychotherapy. It may be beneficial to trust, empathy and cooperative behaviour due to its acute prosocial effects. AIM: To test (a) the acute effects of MDMA on measures of empathy, trust and cooperative behaviour, and (b) subacute changes in mood three days after MDMA administration. METHODS: Twenty-five participants (n=7 female), participated in this double-blind, repeated-measures, placebo-controlled experiment. Participants attended two acute sessions, one week apart. Each acute session was followed by a subacute session three days later. Participants received placebo (100 mg ascorbic acid) during one acute session, and MDMA (100 mg MDMA-HCl) at the other, with order counterbalanced. Participants completed the following tasks assessing prosocial behaviour: a trust investment task, a trustworthy face rating task, an empathic stories task, a public project game, a dictator game and an ultimatum game. Participants reported subjective effects. Blood was taken pre-drug, 2 and 4 hours post-drug, and tested for plasma MDMA levels. RESULTS: MDMA acutely increased self-reported 'closeness to others' and 'euphoria' and increased plasma concentrations of MDMA. MDMA did not significantly change task-based empathy, trust or cooperative behaviour. Using Bayesian analyses, we found evidence that MDMA and placebo did not differ in their effects on empathy and cooperative behaviour. MDMA did not significantly change subacute mood and this was supported by our Bayesian analyses. CONCLUSION: Despite augmentation in plasma MDMA levels and subjective drug effects, we found no increase in prosocial behaviour in a laboratory setting.",2021,May,J Psychopharmacol,35,5,547-555,,10.1177/0269881120926673,32538252,#28446,Borissova 2021,"",Possible RCT
"Cardiovascular effects of 3,4-methylenedioxymethamphetamine. A double-blind, placebo-controlled trial.",Lester SJ; Baggott M; Welm S; Schiller NB; Jones RT; Foster E; Mendelson J,"BACKGROUND: The psychoactive stimulant 3, 4-methylenedioxymethamphetamine (MDMA), also known as ""ecstasy,"" is widely used in nonmedical settings. Little is known about its cardiovascular effects. OBJECTIVE: To evaluate the acute cardiovascular effects of MDMA by using transthoracic two-dimensional and Doppler echocardiography. DESIGN: Four-session, ascending-dose, double-blind, placebo-controlled trial. SETTING: Urban hospital. PATIENTS: Eight healthy adults who self-reported MDMA use. INTERVENTION: Echocardiographic effects of dobutamine (5, 20, and 40 microg/kg of body weight per minute) were measured in a preliminary session. Oral MDMA (0.5 and 1.5 mg/kg of body weight) or placebo was administered 1 hour before echocardiographic measurements in three weekly sessions. MEASUREMENTS: Heart rate and blood pressure were measured at regular intervals before and after MDMA administration. Echocardiographic measures of stroke volume, ejection fraction, cardiac output, and meridional wall stress were obtained 1 hour after MDMA administration and during dobutamine infusions. RESULTS: At a dose of 1.5 mg/kg, MDMA increased mean heart rate (by 28 beats/min), systolic blood pressure (by 25 mm Hg), diastolic blood pressure (by 7 mm Hg), and cardiac output (by 2 L/min). The effects of MDMA were similar to those of dobutamine, 20 and 40 microg/kg per minute. Inotropism, measured by using meridional wall stress corrected for ejection fraction, decreased after administration of dobutamine, 40 microg/kg per minute, but did not change after either dose of MDMA. CONCLUSIONS: Modest oral doses of MDMA increase heart rate, blood pressure, and myocardial oxygen consumption in a magnitude similar to dobutamine, 20 to 40 microg/kg per minute. In contrast to dobutamine, MDMA has no measurable inotropic effects.",2000,Dec,Ann Intern Med,133,12,969-73,,10.7326/0003-4819-133-12-200012190-00012,11119398,#28450,Lester 2000,"",Possible RCT
"Autonomic, neuroendocrine, and immunological effects of ayahuasca: a comparative study with d-amphetamine.",Dos Santos RG; Valle M; Bouso JC; Nomdedéu JF; Rodríguez-Espinosa J; McIlhenny EH; Barker SA; Barbanoj MJ; Riba J,"Ayahuasca is an Amazonian psychotropic plant tea combining the 5-HT2A agonist N,N-dimethyltryptamine (DMT) and monoamine oxidase-inhibiting β-carboline alkaloids that render DMT orally active. The tea, obtained from Banisteriopsis caapi and Psychotria viridis, has traditionally been used for religious, ritual, and medicinal purposes by the indigenous peoples of the region. More recently, the syncretistic religious use of ayahuasca has expanded to the United States and Europe. Here we conducted a double-blind randomized crossover clinical trial to investigate the physiological impact of ayahuasca in terms of autonomic, neuroendocrine, and immunomodulatory effects. An oral dose of encapsulated freeze-dried ayahuasca (1.0 mg DMT/kg body weight) was compared versus a placebo and versus a positive control (20 mg d-amphetamine) in a group of 10 healthy volunteers. Ayahuasca led to measurable DMT plasma levels and distinct subjective and neurophysiological effects that were absent after amphetamine. Both drugs increased pupillary diameter, with ayahuasca showing milder effects. Prolactin levels were significantly increased by ayahuasca but not by amphetamine, and cortisol was increased by both, with ayahuasca leading to the higher peak values. Ayahuasca and amphetamine induced similar time-dependent modifications in lymphocyte subpopulations. Percent CD4 and CD3 were decreased, whereas natural killer cells were increased. Maximum changes occurred around 2 hours, returning to baseline levels at 24 hours. In conclusion, ayahuasca displayed moderate sympathomimetic effects, significant neuroendocrine stimulation, and a time-dependent modulatory effect on cell-mediated immunity. Future studies on the health impact of long-term ayahuasca consumption should consider the assessment of immunological status in regular users.",2011,Dec,J Clin Psychopharmacol,31,6,717-26,,10.1097/JCP.0b013e31823607f6,22005052,#28453,DosSantos 2011,"",Possible RCT
Acute dose-dependent effects of lysergic acid diethylamide in a double-blind placebo-controlled study in healthy subjects.,Holze F; Vizeli P; Ley L; Müller F; Dolder P; Stocker M; Duthaler U; Varghese N; Eckert A; Borgwardt S; Liechti ME,"Growing interest has been seen in using lysergic acid diethylamide (LSD) in psychiatric research and therapy. However, no modern studies have evaluated subjective and autonomic effects of different and pharmaceutically well-defined doses of LSD. We used a double-blind, randomized, placebo-controlled, crossover design in 16 healthy subjects (eight women, eight men) who underwent six 25 h sessions and received placebo, LSD (25, 50, 100, and 200 µg), and 200 µg LSD 1 h after administration of the serotonin 5-hydroxytryptamine-2A (5-HT(2A)) receptor antagonist ketanserin (40 mg). Test days were separated by at least 10 days. Outcome measures included self-rating scales that evaluated subjective effects, autonomic effects, adverse effects, plasma brain-derived neurotrophic factor levels, and pharmacokinetics up to 24 h. The pharmacokinetic-subjective response relationship was evaluated. LSD showed dose-proportional pharmacokinetics and first-order elimination and dose-dependently induced subjective responses starting at the 25 µg dose. A ceiling effect was observed for good drug effects at 100 µg. The 200 µg dose of LSD induced greater ego dissolution than the 100 µg dose and induced significant anxiety. The average duration of subjective effects increased from 6.7 to 11 h with increasing doses of 25-200 µg. LSD moderately increased blood pressure and heart rate. Ketanserin effectively prevented the response to 200 µg LSD. The LSD dose-response curve showed a ceiling effect for subjective good effects, and ego dissolution and anxiety increased further at a dose above 100 µg. These results may assist with dose finding for future LSD research. The full psychedelic effects of LSD are primarily mediated by serotonin 5-HT(2A) receptor activation.",2021,Feb,Neuropsychopharmacology,46,3,537-544,,10.1038/s41386-020-00883-6,33059356,#28457,Holze 2021,"",Possible RCT
Long-lasting subjective effects of LSD in normal subjects.,Schmid Y; Liechti ME,"RATIONALE: Lysergic acid diethylamide (LSD) and other serotonergic hallucinogens can induce profound alterations of consciousness and mystical-type experiences, with reportedly long-lasting effects on subjective well-being and personality. METHODS: We investigated the lasting effects of a single dose of LSD (200 μg) that was administered in a laboratory setting in 16 healthy participants. The following outcome measures were assessed before and 1 and 12 months after LSD administration: Persisting Effects Questionnaire (PEQ), Mysticism Scale (MS), Death Transcendence Scale (DTS), NEO-Five Factor Inventory (NEO-FFI), and State-Trait Anxiety Inventory (STAI). RESULTS: On the PEQ, positive attitudes about life and/or self, positive mood changes, altruistic/positive social effects, positive behavioral changes, and well-being/life satisfaction significantly increased at 1 and 12 months and were subjectively attributed by the subjects to the LSD experience. Five-Dimensions of Altered States of Consciousness (5D-ASC) total scores, reflecting acutely induced alterations in consciousness, and Mystical Experience Questionnaire (MEQ30) total scores correlated with changes in well-being/life satisfaction 12 months after LSD administration. No changes in negative attitudes, negative mood, antisocial/negative social effects, or negative behavior were attributed to the LSD experience. After 12 months, 10 of 14 participants rated their LSD experience as among the top 10 most meaningful experiences in their lives. Five participants rated the LSD experience among the five most spiritually meaningful experiences in their lives. On the MS and DTS, ratings of mystical experiences significantly increased 1 and 12 months after LSD administration compared with the pre-LSD screening. No relevant changes in personality measures were found. CONCLUSIONS: In healthy research subjects, the administration of a single dose of LSD (200 μg) in a safe setting was subjectively considered a personally meaningful experience that had long-lasting subjective positive effects. TRIAL REGISTRATION: Registration identification number: NCT01878942.",2018,Feb,Psychopharmacology (Berl),235,2,535-545,ClinicalTrials.gov/NCT01878942,10.1007/s00213-017-4733-3,28918441,#28465,Schmid 2018,"",Possible RCT
LSD Acutely Impairs Fear Recognition and Enhances Emotional Empathy and Sociality.,Dolder PC; Schmid Y; Müller F; Borgwardt S; Liechti ME,"Lysergic acid diethylamide (LSD) is used recreationally and has been evaluated as an adjunct to psychotherapy to treat anxiety in patients with life-threatening illness. LSD is well-known to induce perceptual alterations, but unknown is whether LSD alters emotional processing in ways that can support psychotherapy. We investigated the acute effects of LSD on emotional processing using the Face Emotion Recognition Task (FERT) and Multifaceted Empathy Test (MET). The effects of LSD on social behavior were tested using the Social Value Orientation (SVO) test. Two similar placebo-controlled, double-blind, random-order, crossover studies were conducted using 100 μg LSD in 24 subjects and 200 μg LSD in 16 subjects. All of the subjects were healthy and mostly hallucinogen-naive 25- to 65-year-old volunteers (20 men, 20 women). LSD produced feelings of happiness, trust, closeness to others, enhanced explicit and implicit emotional empathy on the MET, and impaired the recognition of sad and fearful faces on the FERT. LSD enhanced the participants' desire to be with other people and increased their prosocial behavior on the SVO test. These effects of LSD on emotion processing and sociality may be useful for LSD-assisted psychotherapy.",2016,Oct,Neuropsychopharmacology,41,11,2638-46,ClinicalTrials.gov/NCT02308969ClinicalTrials.gov/NCT01878942,10.1038/npp.2016.82,27249781,#28466,Dolder 2016,"",Possible RCT
"The effects of microdose LSD on time perception: a randomised, double-blind, placebo-controlled trial.",Yanakieva S; Polychroni N; Family N; Williams LTJ; Luke DP; Terhune DB,"RATIONALE: Previous research demonstrating that lysergic acid diethylamide (LSD) produces alterations in time perception has implications for its impact on conscious states and a range of psychological functions that necessitate precise interval timing. However, interpretation of this research is hindered by methodological limitations and an inability to dissociate direct neurochemical effects on interval timing from indirect effects attributable to altered states of consciousness. METHODS: We conducted a randomised, double-blind, placebo-controlled study contrasting oral administration of placebo with three microdoses of LSD (5, 10, and 20 μg) in older adults. Subjective drug effects were regularly recorded and interval timing was assessed using a temporal reproduction task spanning subsecond and suprasecond intervals. RESULTS: LSD conditions were not associated with any robust changes in self-report indices of perception, mentation, or concentration. LSD reliably produced over-reproduction of temporal intervals of 2000 ms and longer with these effects most pronounced in the 10 μg dose condition. Hierarchical regression analyses indicated that LSD-mediated over-reproduction was independent of marginal differences in self-reported drug effects across conditions. CONCLUSIONS: These results suggest that microdose LSD produces temporal dilation of suprasecond intervals in the absence of subjective alterations of consciousness.",2019,Apr,Psychopharmacology (Berl),236,4,1159-1170,,10.1007/s00213-018-5119-x,30478716,#28475,Yanakieva 2019,"",Possible RCT
"Comparative acute effects of mescaline, lysergic acid diethylamide, and psilocybin in a randomized, double-blind, placebo-controlled cross-over study in healthy participants.",Ley L; Holze F; Arikci D; Becker AM; Straumann I; Klaiber A; Coviello F; Dierbach S; Thomann J; Duthaler U; Luethi D; Varghese N; Eckert A; Liechti ME,"Mescaline, lysergic acid diethylamide (LSD), and psilocybin are classic serotonergic psychedelics. A valid, direct comparison of the effects of these substances is lacking. The main goal of the present study was to investigate potential pharmacological, physiological and phenomenological differences at psychoactive-equivalent doses of mescaline, LSD, and psilocybin. The present study used a randomized, double-blind, placebo-controlled, cross-over design to compare the acute subjective effects, autonomic effects, and pharmacokinetics of typically used, moderate to high doses of mescaline (300 and 500 mg), LSD (100 µg), and psilocybin (20 mg) in 32 healthy participants. A mescaline dose of 300 mg was used in the first 16 participants and 500 mg was used in the subsequent 16 participants. Acute subjective effects of 500 mg mescaline, LSD, and psilocybin were comparable across various psychometric scales. Autonomic effects of 500 mg mescaline, LSD, and psilocybin were moderate, with psilocybin causing a higher increase in diastolic blood pressure compared with LSD, and LSD showing a trend toward an increase in heart rate compared with psilocybin. The tolerability of mescaline, LSD, and psilocybin was comparable, with mescaline at both doses inducing slightly more subacute adverse effects (12-24 h) than LSD and psilocybin. Clear distinctions were seen in the duration of action between the three substances. Mescaline had the longest effect duration (mean: 11.1 h), followed by LSD (mean: 8.2 h), and psilocybin (mean: 4.9 h). Plasma elimination half-lives of mescaline and LSD were similar (approximately 3.5 h). The longer effect duration of mescaline compared with LSD was due to the longer time to reach maximal plasma concentrations and related peak effects. Mescaline and LSD, but not psilocybin, enhanced circulating oxytocin. None of the substances altered plasma brain-derived neurotrophic factor concentrations. In conclusion, the present study found no evidence of qualitative differences in altered states of consciousness that were induced by equally strong doses of mescaline, LSD, and psilocybin. The results indicate that any differences in the pharmacological profiles of mescaline, LSD, and psilocybin do not translate into relevant differences in the subjective experience. ClinicalTrials.gov identifier: NCT04227756.",2023,Oct,Neuropsychopharmacology,48,11,1659-1667,ClinicalTrials.gov/NCT04227756,10.1038/s41386-023-01607-2,37231080,#28478,Ley 2023,"",Possible RCT
Low doses of LSD reduce broadband oscillatory power and modulate event-related potentials in healthy adults.,Murray CH; Tare I; Perry CM; Malina M; Lee R; de Wit H,"RATIONALE: Classical psychedelics, including psilocybin and lysergic acid diethylamide (LSD), are under investigation as potential therapeutic agents in psychiatry. Whereas most studies utilize relatively high doses, there are also reports of beneficial effects of ""microdosing,"" or repeated use of very low doses of these drugs. The behavioral and neural effects of these low doses are not fully understood. OBJECTIVES: To examine the effects of LSD (13 μg and 26 μg) versus placebo on resting-state electroencephalography (EEG) and event-related potential (ERP) responses in healthy adults. METHODS: Twenty-two healthy men and women, 18 to 35 years old, participated in 3 EEG sessions in which they received placebo or LSD (13 μg and 26 μg) under double-blind conditions. During each session, participants completed drug effect and mood questionnaires at hourly intervals, and physiological measures were recorded. During expected peak drug effect, EEG recordings were obtained, including resting-state neural oscillations in scalp electrodes over default mode network (DMN) regions and P300, N170, and P100 ERPs evoked during a visual oddball paradigm. RESULTS: LSD dose-dependently reduced oscillatory power across delta, theta, alpha, beta, and gamma frequency bands during both eyes closed and eyes open resting conditions. During the oddball task, LSD dose-dependently reduced ERP amplitudes for P300 and N170 components and increased P100 latency. LSD also produced dose-related increases in positive mood, elation, energy, and anxiety and increased heart rate and blood pressure. On a measure of altered states of consciousness, LSD dose-dependently increased Blissful State, but not other indices of perceptual or sensory effects typical of psychedelic drugs. The subjective effects of the drug were not correlated with the EEG measures. CONCLUSIONS: Low doses of LSD produced broadband cortical desynchronization over the DMN during resting state and reduced P300 and N170 amplitudes, patterns similar to those reported with higher doses of psychedelics. Notably, these neurophysiological effects raise the possibility that very low doses of LSD may produce subtle behavioral and perhaps therapeutic effects that do not rely on the full psychedelic experience.",2022,Jun,Psychopharmacology (Berl),239,6,1735-1747,,10.1007/s00213-021-05991-9,34613430,#28486,Murray 2022,"",Possible RCT
"Acute effects of MDMA, MDA, lysine-MDMA, and lysine-MDA in a randomized, double-blind, placebo-controlled, crossover trial in healthy participants.",Straumann I; Vizeli P; Avedisian I; Erne L; Noorshams D; Vukalovic I; Eckert A; Luethi D; Rudin D; Liechti ME,"3,4-Methylenedioxymethamphetamine (MDMA) is used recreationally, as a research tool, and in MDMA-assisted therapy in patients with posttraumatic stress disorder. 3,4-Methylenedioxyamphetamine (MDA) is a psychoactive metabolite of MDMA. Acute effects of MDMA and MDA have never been directly compared in humans. Lysine-conjugated amphetamines slowly release active amphetamine once absorbed, suggesting pharmaceutical strategies to enhance tolerability and reduce abuse potential. Therefore, lysine-MDMA (Lys-MDMA) and lysine-MDA (Lys-MDA) were developed as prodrugs of MDMA and MDA, respectively. We used a double-blind, randomized, placebo-controlled, crossover design to compare acute responses to MDMA (100 mg), MDA (92 mg), Lys-MDMA (172 mg), and Lys-MDA (164 mg) at equimolar doses and placebo in 23 healthy participants (12 women, 11 men). Outcome measures included acute subjective, autonomic, and endocrine effects and pharmacokinetics. Compared with placebo, MDMA and MDA produced pronounced subjective and autonomic effects. After Lys-MDMA administration, no MDMA was detected in blood samples, and no corresponding subjective or autonomic effects were observed. MDA produced stronger and longer-lasting subjective ""any drug effects"" compared with MDMA, with effect durations of (mean ± SEM) 6.1 ± 0.5 vs 4.1 ± 0.4 h, respectively. Additionally, compared with MDMA, MDA induced greater subjective ""stimulant effects,"" more negative ""bad drug effects,"" more ""fear,"" and more ""visual alterations."" Lys-MDA, compared with MDA, showed longer times to onset and maximal effect (1.1 ± 0.2 h and 3.0 ± 0.4 h vs. 0.7 ± 0.1 h and 2.0 ± 0.1 h) but otherwise induced similar effects. The plasma elimination half-lives (geometric mean) of MDMA and MDA were 7.3 and 8.4 h, respectively. In summary, MDA produced longer-lasting, stronger, more psychedelic-like perceptual acute effects and more adverse effects compared with MDMA when administered at equimolar doses. Lys-MDA represents a functional slow-release prodrug form of MDA, delaying both the onset and peak of subjective effects. In contrast, Lys-MDMA did not release MDMA, likely because of its tertiary amine structure, and thus does not represent a functional prodrug of MDMA. These results highlight MDA's less favorable therapeutic profile relative to MDMA and identify lysine conjugation as a potential strategy for modulating, but not necessarily improving, the tolerability of its effects. Trial registration: ClinicalTrials.gov identifier: NCT04847206.",2026,Jan,Neuropsychopharmacology,51,2,476-485,ClinicalTrials.gov/NCT04847206,10.1038/s41386-025-02248-3,40999236,#28487,Straumann 2026,"",Possible RCT
"Safety, tolerability, pharmacokinetics, and subjective effects of 50, 75, and 100 µg LSD in healthy participants within a novel intervention paradigm: A proof-of-concept study.",Family N; Hendricks PS; Williams LT; Luke D; Krediet E; Maillet EL; Raz S,"BACKGROUND: Classic psychedelics hold promise as therapeutics for psychiatric disorders, but require scalable intervention protocols. This proof-of-concept study evaluated the safety, tolerability, pharmacokinetics, and subjective effects of 50, 75, and 100 µg lysergic acid diethylamide (LSD) in healthy adults within a novel intervention paradigm. METHODS: Up to three participants were administered LSD on the same day in separate rooms, each with a single attendant, after 1 day of preparation. An open-label design and a double-blind placebo-controlled design were used. RESULTS: Ninety-one percent of participants completed the study. Thirty-two adults (mean age = 28.8 years) received 50 (n = 3), 75 (n = 7), 100 (n = 3) LSD, 50 µg followed by 75 µg LSD (n = 9) 1 week apart, or placebo followed by a 75 µg LSD (n = 10) 1 week apart. There were no serious adverse events. Twenty-eight percent of participants experienced at least one expected mild adverse event, with one expected moderate adverse event. The maximum blood plasma levels occurred between 1.2 and 2 h post-administration, with an apparent half-life between 2.8 and 4.3 h. LSD largely induced greater subjective effects versus placebo. CONCLUSION: In the current novel intervention paradigm, 50, 75, and 100 µg LSD are tolerable with favourable safety profiles in healthy adults, only mild adverse events during the day of drug administration, and mystical-type subjective experiences. Future studies are needed to evaluate safety, tolerability, subjective effects, and cost-effectiveness in clinical populations.",2022,Mar,J Psychopharmacol,36,3,321-336,,10.1177/02698811211069103,35253516,#28524,Family 2022,"",Possible RCT
Greater subjective effects of a low dose of LSD in participants with depressed mood.,Molla H; Lee R; Tare I; de Wit H,"Recent studies and anecdotal reports suggest that psychedelics can improve mood states, even at low doses. However, few placebo-controlled studies have examined the acute effects of low doses of LSD in individuals with psychiatric symptoms. In the current study, we examined the acute and sub-acute effect of a low dose of LSD (26 µg) on subjective effects and mood in volunteers with mild depressed mood. The study used a randomized, double-blind, crossover design to compare the effects of LSD in two groups of adults: participants who scored high (≥17; n = 20) or low (<17; n = 19) on the Beck Depression-II inventory (BDI) at screening. Participants received a single low dose of LSD (26 µg) and placebo during two 5-h laboratory sessions, separated by at least one week. Subjective, physiological, and mood measures were assessed at regular intervals throughout the sessions, and behavioral measures of creativity and emotion recognition were obtained at expected peak effect. BDI depression scores and mood ratings were assessed 48-h after each session. Relative to placebo, LSD (26 µg) produced expected, mild physiological and subjective effects on several measures in both groups. However, the high BDI group reported significantly greater drug effects on several indices of acute effects, including ratings of vigor, elation, and affectively positive scales of a measure of psychedelic effects (5D-ASC). The high BDI group also reported a greater decline in BDI depression scores 48-h after LSD, compared to placebo. These findings suggest that an acute low dose of LSD (26 µg) elicits more pronounced positive mood and stimulant-like effects, as well as stronger altered states of consciousness in individuals with depressive symptoms, compared to non-depressed individuals.",2024,Apr,Neuropsychopharmacology,49,5,774-781,,10.1038/s41386-023-01772-4,38042914,#28528,Molla 2024,"",Possible RCT
Direct comparison of the acute effects of lysergic acid diethylamide and psilocybin in a double-blind placebo-controlled study in healthy subjects.,Holze F; Ley L; Müller F; Becker AM; Straumann I; Vizeli P; Kuehne SS; Roder MA; Duthaler U; Kolaczynska KE; Varghese N; Eckert A; Liechti ME,"Growing interest has been seen in using lysergic acid diethylamide (LSD) and psilocybin in psychiatric research and therapy. However, no modern studies have evaluated differences in subjective and autonomic effects of LSD and psilocybin or their similarities and dose equivalence. We used a double-blind, randomized, placebo-controlled, crossover design in 28 healthy subjects (14 women, 14 men) who underwent five 25 h sessions and received placebo, LSD (100 and 200 µg), and psilocybin (15 and 30 mg). Test days were separated by at least 10 days. Outcome measures included self-rating scales for subjective effects, autonomic effects, adverse effects, effect durations, plasma levels of brain-derived neurotrophic factor (BDNF), prolactin, cortisol, and oxytocin, and pharmacokinetics. The doses of 100 and 200 µg LSD and 30 mg psilocybin produced comparable subjective effects. The 15 mg psilocybin dose produced clearly weaker subjective effects compared with both doses of LSD and 30 mg psilocybin. The 200 µg dose of LSD induced higher ratings of ego-dissolution, impairments in control and cognition, and anxiety than the 100 µg dose. The 200 µg dose of LSD increased only ratings of ineffability significantly more than 30 mg psilocybin. LSD at both doses had clearly longer effect durations than psilocybin. Psilocybin increased blood pressure more than LSD, whereas LSD increased heart rate more than psilocybin. However, both LSD and psilocybin showed comparable cardiostimulant properties, assessed by the rate-pressure product. Both LSD and psilocybin had dose-proportional pharmacokinetics and first-order elimination. Both doses of LSD and the high dose of psilocybin produced qualitatively and quantitatively very similar subjective effects, indicating that alterations of mind that are induced by LSD and psilocybin do not differ beyond the effect duration. Any differences between LSD and psilocybin are dose-dependent rather than substance-dependent. However, LSD and psilocybin differentially increased heart rate and blood pressure. These results may assist with dose finding for future psychedelic research.Trial registration: ClinicalTrials.gov identifier: NCT03604744.",2022,May,Neuropsychopharmacology,47,6,1180-1187,ClinicalTrials.gov/NCT03604744,10.1038/s41386-022-01297-2,35217796,#28530,Holze 2022,"",Possible RCT
"Safety, tolerability, pharmacokinetics, and pharmacodynamics of low dose lysergic acid diethylamide (LSD) in healthy older volunteers.",Family N; Maillet EL; Williams LTJ; Krediet E; Carhart-Harris RL; Williams TM; Nichols CD; Goble DJ; Raz S,"Research has shown that psychedelics, such as lysergic acid diethylamide (LSD), have profound anti-inflammatory properties mediated by 5-HT(2A) receptor signaling, supporting their evaluation as a therapeutic for neuroinflammation associated with neurodegenerative disease. OBJECTIVE: This study evaluated the safety, tolerability, pharmacokinetics, and pharmacodynamics of orally repeated administration of 5 μg, 10 μg, and 20 μg LSD in older healthy individuals. In the current paper, we present safety, tolerability, pharmacokinetics, and pharmacodynamic measures that relate to safety, tolerability, and dose response. METHODS: This was a phase 1 double-blind, placebo-controlled, randomized study. Volunteers were randomly assigned to 1 of 4 dose groups (5 μg, 10 μg, 20 μg LSD, and placebo), and received their assigned dose on six occasions (i.e., every 4 days). RESULTS: Forty-eight older healthy volunteers (mean age = 62.9 years) received placebo (n = 12), 5 μg (n = 12), 10 μg (n = 12), or 20 μg (n = 12) LSD. LSD plasma levels were undetectable for the 5 μg group and peak blood plasma levels for the 10 μg and 20 μg groups occurred at 30 min. LSD was well tolerated, and the frequency of adverse events was no higher than for placebo. Assessments of cognition, balance, and proprioception revealed no impairment. CONCLUSIONS: Our results suggest safety and tolerability of orally administered 5 μg, 10 μg, and 20 μg LSD every fourth day over a 21-day period and support further clinical development of LSD for the treatment and prevention of Alzheimer's disease (AD).",2020,Mar,Psychopharmacology (Berl),237,3,841-853,,10.1007/s00213-019-05417-7,31853557,#28532,Family 2020,"",Possible RCT
