Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Urinary MDMA, MDA, HMMA, and HMA excretion following controlled MDMA administration to humans.",Abraham TT; Barnes AJ; Lowe RH; Kolbrich Spargo EA; Milman G; Pirnay SO; Gorelick DA; Goodwin RS; Huestis MA,"3,4-Methylenedioxymethamphetamine (MDMA), or ecstasy, is excreted as unchanged drug, 3,4-methylenedioxyamphetamine (MDA), and free and glucuronidated/sulfated 4-hydroxy-3-methoxymethamphetamine (HMMA), and 4-hydroxy-3-methoxyamphetamine (HMA) metabolites. The aim of this paper is to describe the pattern and timeframe of excretion of MDMA and its metabolites in urine. Placebo, 1.0 mg/kg, and 1.6 mg/kg oral MDMA doses were administered double-blind to healthy adult MDMA users on a monitored research unit. All urine was collected, aliquots were hydrolyzed, and analytes quantified by gas chromatography-mass spectrometry. Median C(max), T(max), ratios, first and last detection times, and detection rates were determined. Sixteen participants provided 916 urine specimens. After 1.6 mg/kg, median C(max) were 21,470 (MDMA), 2229 (MDA), 20,793 (HMMA), and 876 ng/mL (HMA) at median T(max) of 13.9, 23.0, 9.2 and 23.3 h. In the first 24 h, 30.2-34.3% total urinary excretion occurred. HMMA last detection exceeded MDMA's by more than 33 h after both doses. Identification of HMMA as well as MDMA increased the ability to identify positive specimens but required hydrolysis. These MDMA, MDA, HMMA, and HMA pharmacokinetic data may be useful for interpreting workplace, drug treatment, criminal justice, and military urine drug tests. Measurement of urinary HMMA provides the longest detection of MDMA exposure yet is not included in routine monitoring procedures.",2009,Oct,J Anal Toxicol,33,8,439-46,,10.1093/jat/33.8.439,19874650,#28826,Abraham 2009,"",Possible RCT
Subjective time under altered states of consciousness in ayahuasca users in shamanistic rituals involving music.,Campagnoli APS; Pereira LAS; Bueno JLO,"Ayahuasca is described as a hallucinogenic substance whose property is to alter the subjective experience of time and impair the perception of the passage of time during stimuli of more than two to three seconds. The dose-dependent effects of two concentrations of ayahuasca in the ritualistic context were investigated employing temporal reproduction tasks in participants experienced in shamanistic ayahuasca rituals. The study was conducted on nine healthy volunteers who ingested two doses of ayahuasca at two times during a ritual session. The doses of each session, consumed in amounts ranging from 20 to 60 mL, were either of low concentration or of experimental ayahuasca according to a double-blind procedure. Participants performed the task of immediately listening and reproducing, with a laptop, 20-s musical stimuli during the session. The results showed that significant temporal distortion was triggered by the musical stimulus presented without the ingestion of ayahuasca, with means of 16.33 to 16.52 s. There were minor temporal distortions after ingestion of ayahuasca: a mean of 17.91 s for control ayahuasca and of 18.38 s for experimental ayahuasca. These results with less temporal distortion among participants with ayahuasca intake disagree with other studies of hallucinogens involving temporal reproduction.",2020,,Braz J Med Biol Res,53,8,e9278,,10.1590/1414-431X20209278,32578718,#28859,CampagnoliAPS 2020,"",Possible RCT
"Oxytocin in response to MDMA provocation test in patients with arginine vasopressin deficiency (central diabetes insipidus): a single-centre, case-control study with nested, randomised, double-blind, placebo-controlled crossover trial.",Atila C; Holze F; Murugesu R; Rommers N; Hutter N; Varghese N; Sailer CO; Eckert A; Heinrichs M; Liechti ME; Christ-Crain M,"BACKGROUND: Disruptions of the hypothalamic-pituitary axis can cause an arginine vasopressin deficiency, also known as central diabetes insipidus. Patients with this condition are at high risk of additional oxytocin deficiency owing to the close anatomical proximity of oxytocin-producing neurons; however, no conclusive evidence for such a deficiency has been reported. We aimed to use 3,4-methylenedioxymethamphetamine (MDMA, also known as ecstasy), a strong activator of the central oxytocinergic system, as a biochemical and psychoactive provocation test to investigate oxytocin deficiency in patients with arginine vasopressin deficiency (central diabetes insipidus). METHODS: This single-centre, case-control study with nested, randomised, double-blind, placebo-controlled crossover trial included patients with arginine vasopressin deficiency (central diabetes insipidus) and healthy controls (matched 1:1 by age, sex, and BMI) and was conducted at the University Hospital Basel, Basel, Switzerland. We used block randomisation to assign participants to receive either a single oral dose of MDMA (100 mg) or placebo in the first experimental session; patients received the opposite treatment at the next session, with a wash-out period of at least 2 weeks between the two sessions. Participants and investigators assessing the outcomes were masked to assignment. Oxytocin concentrations were measured at 0, 90, 120, 150, 180, and 300 min after MDMA or placebo. The primary outcome was the area under the plasma oxytocin concentration curve (AUC) after drug intake. The AUC was compared between groups and conditions using a linear mixed-effects model. Subjective drug effects were assessed throughout the study using ten-point visual analogue scales. Acute adverse effects were assessed before and 360 min after drug intake using a 66-item list of complaints. This trial is registered with ClinicalTrials.gov, NCT04648137. FINDINGS: Between Feb 1, 2021, and May 1, 2022, we recruited 15 patients with arginine vasopressin deficiency (central diabetes insipidus) and 15 healthy controls. All participants completed the study and were included in the analyses. In healthy controls, median plasma oxytocin concentration was 77 pg/mL (IQR 59-94) at baseline and increased by 659 pg/mL (355-914) in response to MDMA, resulting in an AUC of 102 095 pg/mL (41 782-129 565); in patients, baseline oxytocin concentration was 60 pg/mL (51-74) and only slightly increased by 66 pg/mL (16-94) in response to MDMA, resulting in an AUC of 6446 pg/mL (1291-11 577). The effect of MDMA on oxytocin was significantly different between groups: the AUC for oxytocin was 82% (95% CI 70-186) higher in healthy controls than in patients (difference 85 678 pg/mL [95% CI 63 356-108 000], p<0·0001). The increase in oxytocin in healthy controls was associated with typical strong subjective prosocial, empathic, and anxiolytic effects, whereas only minimal subjective effects were observed in patients, in agreement with the lack of increase in oxytocin concentrations. The most frequently reported adverse effects were fatigue (eight [53%] healthy controls and eight [53%] patients), lack of appetite (ten [67%] healthy controls and eight [53%] patients), lack of concentration (eight [53%] healthy controls and seven [47%] patients), and dry mouth (eight [53%] healthy controls and eight [53%] patients). In addition, two (13%) healthy controls and four (27%) patients developed transient mild hypokalaemia. INTERPRETATION: These findings are highly suggestive of clinically meaningful oxytocin deficiency in patients with arginine vasopressin deficiency (central diabetes insipidus), laying the groundwork for a new hypothalamic-pituitary disease entity. FUNDING: Swiss National Science Foundation, Swiss Academy of Medical Sciences, and the G&J Bangerter-Rhyner Foundation.",2023,Jul,Lancet Diabetes Endocrinol,11,7,454-464,ClinicalTrials.gov/NCT04648137,10.1016/S2213-8587(23)00120-1,37192642,#28868,Atila 2023,"",Possible RCT
Self-compassion mediates treatment effects in MDMA-assisted therapy for posttraumatic stress disorder.,Agin-Liebes G; Zeifman RJ; Mitchell JM,"Background: Posttraumatic stress disorder (PTSD) is a severe condition often complicated by co-occurring disorders, such as major depression, alcohol use disorder, and substance use disorders. A well-powered phase 3 randomized, placebo-controlled trial has shown that MDMA-assisted therapy (MDMA-AT) may be an effective treatment for severe PTSD. However, the psychological mechanisms driving the therapeutic effects of MDMA-AT remain unclear. One potential mechanism is self-compassion, which is commonly conceptualized as a balance between compassionate self-responding (CS) - encompassing self-kindness, common humanity, and mindfulness - and uncompassionate self-responding (UCS) - encompassing self-judgment, isolation, and over-identification.Objective: This secondary analysis aimed to explore whether MDMA-AT enhances aspects of self-compassion and if changes in self-compassion mediate the therapy's effectiveness in reducing PTSD severity, depressive, and alcohol and substance use symptoms.Method: Eighty-two adults diagnosed with severe PTSD participated in a double-blind trial comparing three sessions of either MDMA-AT or placebo combined with therapy. Measures of PTSD severity, depressive symptoms, alcohol and substance use, and self-compassion were collected at baseline and 18 weeks later.Results: MDMA-AT led to statistically significant improvements in both UCS and CS. Significant improvements were also observed across all six subscales of the Self-Compassion Scale, including self-kindness, self-judgment, common humanity, isolation, mindfulness, and over-identification, most with large effect sizes. Changes in UCS and CS significantly and fully mediated the effects of MDMA-AT compared to placebo plus therapy in reducing PTSD severity and depressive symptoms. Findings were not significant for alcohol and substance use outcomes.Conclusions: These findings suggest that self-compassion may play a critical role in the therapeutic effects of MDMA-AT. Further research is needed to investigate the role of self-compassion in MDMA-AT to refine and develop more targeted, effective interventions for individuals with PTSD and co-occurring depression.",2025,Dec,Eur J Psychotraumatol,16,1,2485513,,10.1080/20008066.2025.2485513,40331914,#28889,Agin-Liebes 2025,"",Possible RCT; Secondary analysis
"Reduction in social anxiety after MDMA-assisted psychotherapy with autistic adults: a randomized, double-blind, placebo-controlled pilot study.",Danforth AL; Grob CS; Struble C; Feduccia AA; Walker N; Jerome L; Yazar-Klosinski B; Emerson A,"RATIONALE: Standard therapeutic approaches to reduce social anxiety in autistic adults have limited effectiveness. Since 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy shows promise as a treatment for other anxiety disorders, a blinded, placebo-controlled pilot study was conducted. OBJECTIVES: To explore feasibility and safety of MDMA-assisted psychotherapy for reduction of social fear and avoidance that are common in the autistic population. METHODS: Autistic adults with marked to very severe social anxiety were randomized to receive MDMA (75 to 125 mg, n = 8) or inactive placebo (0 mg, n = 4) during two 8-h psychotherapy sessions (experimental sessions) in a controlled clinical setting. Double-blinded experimental sessions were spaced approximately 1 month apart with 3 non-drug psychotherapy sessions following each. The primary outcome was change in Leibowitz Social Anxiety Scale (LSAS) Total scores from Baseline to one month after the second experimental session. Outcomes were measured again six months after the last experimental session. RESULTS: Improvement in LSAS scores from baseline to the primary endpoint was significantly greater for MDMA group compared to the placebo group (P = 0.037), and placebo-subtracted Cohen's d effect size was very large (d = 1.4, CI - 0.074, 2.874). Change in LSAS scores from baseline to 6-month follow-up showed similar positive results (P = 0.036), with a Cohen's d effect size of 1.1 (CI - 0.307, 2.527). Social anxiety remained the same or continued to improve slightly for most participants in the MDMA group after completing the active treatment phase. CONCLUSIONS: This pilot trial demonstrated rapid and durable improvement in social anxiety symptoms in autistic adults following MDMA-assisted psychotherapy. Initial safety and efficacy outcomes support expansion of research into larger samples to further investigate this novel treatment for social anxiety. TRIAL REGISTRATION: clinicaltrials.gov identifier, NCT02008396.",2018,Nov,Psychopharmacology (Berl),235,11,3137-3148,ClinicalTrials.gov/NCT02008396,10.1007/s00213-018-5010-9,30196397,#28934,Danforth 2018,"",Possible RCT
"3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for post-traumatic stress disorder in military veterans, firefighters, and police officers: a randomised, double-blind, dose-response, phase 2 clinical trial.",Mithoefer MC; Mithoefer AT; Feduccia AA; Jerome L; Wagner M; Wymer J; Holland J; Hamilton S; Yazar-Klosinski B; Emerson A; Doblin R,"BACKGROUND: Post-traumatic stress disorder (PTSD) is prevalent in military personnel and first responders, many of whom do not respond to currently available treatments. This study aimed to assess the efficacy and safety of 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy for treating chronic PTSD in this population. METHODS: We did a randomised, double-blind, dose-response, phase 2 trial at an outpatient psychiatric clinic in the USA. We included service personnel who were 18 years or older, with chronic PTSD duration of 6 months or more, and who had a Clinician-Administered PTSD Scale (CAPS-IV) total score of 50 or greater. Using a web-based randomisation system, we randomly assigned participants (1:1:2) to three different dose groups of MDMA plus psychotherapy: 30 mg (active control), 75 mg, or 125 mg. We masked investigators, independent outcome raters, and participants until after the primary endpoint. MDMA was administered orally in two 8-h sessions with concomitant manualised psychotherapy. The primary outcome was mean change in CAPS-IV total score from baseline to 1 month after the second experimental session. Participants in the 30 mg and 75 mg groups subsequently underwent three 100-125 mg MDMA-assisted psychotherapy sessions in an open-label crossover, and all participants were assessed 12 months after the last MDMA session. Safety was monitored through adverse events, spontaneously reported expected reactions, vital signs, and suicidal ideation and behaviour. This study is registered with ClinicalTrials.gov, number NCT01211405. FINDINGS: Between Nov 10, 2010, and Jan 29, 2015, 26 veterans and first responders met eligibility criteria and were randomly assigned to receive 30 mg (n=7), 75 mg (n=7), or 125 mg (n=12) of MDMA plus psychotherapy. At the primary endpoint, the 75 mg and 125 mg groups had significantly greater decreases in PTSD symptom severity (mean change CAPS-IV total scores of -58·3 [SD 9·8] and -44·3 [28·7]; p=0·001) than the 30 mg group (-11·4 [12·7]). Compared with the 30 mg group, Cohen's d effect sizes were large: 2·8 (95% CI 1·19-4·39) for the 75 mg group and 1·1 (0·04-2·08) for the 125 mg group. In the open-label crossover with full-dose MDMA (100-125 mg), PTSD symptom severity significantly decreased in the group that had previously received 30 mg (p=0·01), whereas no further significant decreases were observed in the group that previously achieved a large response after 75 mg doses in the blinded segment (p=0·81). PTSD symptoms were significantly reduced at the 12-month follow-up compared with baseline after all groups had full-dose MDMA (mean CAPS-IV total score of 38·8 [SD 28·1] vs 87·1 [16·1]; p<0·0001). 85 adverse events were reported by 20 participants. Of these adverse events, four (5%) were serious: three were deemed unrelated and one possibly related to study drug treatment. INTERPRETATION: Active doses (75 mg and 125 mg) of MDMA with adjunctive psychotherapy in a controlled setting were effective and well tolerated in reducing PTSD symptoms in veterans and first responders. FUNDING: Multidisciplinary Association for Psychedelic Studies.",2018,Jun,Lancet Psychiatry,5,6,486-497,ClinicalTrials.gov/NCT01211405,10.1016/S2215-0366(18)30135-4,29728331,#28937,Mithoefer 2018,"",Possible RCT
Modulating the rate and rhythmicity of perceptual rivalry alternations with the mixed 5-HT2A and 5-HT1A agonist psilocybin.,Carter OL; Pettigrew JD; Hasler F; Wallis GM; Liu GB; Hell D; Vollenweider FX,"Binocular rivalry occurs when different images are presented simultaneously to corresponding points within the left and right eyes. Under these conditions, the observer's perception will alternate between the two perceptual alternatives. Motivated by the reported link between the rate of perceptual alternations, symptoms of psychosis and an incidental observation that the rhythmicity of perceptual alternations during binocular rivalry was greatly increased 10 h after the consumption of LSD, this study aimed to investigate the pharmacology underlying binocular rivalry and to explore the connection between the timing of perceptual switching and psychosis. Psilocybin (4-phosphoryloxy-N,N-dimethyltryptamine, PY) was chosen for the study because, like LSD, it is known to act as an agonist at serotonin (5-HT)1A and 5-HT2A receptors and to produce an altered state sometimes marked by psychosis-like symptoms. A total of 12 healthy human volunteers were tested under placebo, low-dose (115 microg/kg) and high-dose (250 microg/kg) PY conditions. In line with predictions, under both low- and high-dose conditions, the results show that at 90 min postadministration (the peak of drug action), rate and rhythmicity of perceptual alternations were significantly reduced from placebo levels. Following the 90 min testing period, the perceptual switch rate successively increased, with some individuals showing increases well beyond pretest levels at the final testing, 360 min postadministration. However, as some subjects had still not returned to pretest levels by this time, the mean phase duration at 360 min was not found to differ significantly from placebo. Reflecting the drug-induced changes in rivalry phase durations, subjects showed clear changes in psychological state as indexed by the 5D-ASC (altered states of consciousness) rating scales. This study suggests the involvement of serotonergic pathways in binocular rivalry and supports the previously proposed role of a brainstem oscillator in perceptual rivalry alternations and symptoms of psychosis.",2005,Jun,Neuropsychopharmacology,30,6,1154-62,,10.1038/sj.npp.1300621,15688092,#28975,Carter 2005,"",Possible RCT
MDMA-assisted therapy significantly reduces eating disorder symptoms in a randomized placebo-controlled trial of adults with severe PTSD.,Brewerton TD; Wang JB; Lafrance A; Pamplin C; Mithoefer M; Yazar-Klosinki B; Emerson A; Doblin R,"INTRODUCTION: Eating disorders (EDs) and posttraumatic stress disorder (PTSD) are highly comorbid, yet there are no proven integrative treatment modalities for ED-PTSD. In clinical trials, MDMA-assisted therapy (MDMA-AT) has shown marked success in the treatment of PTSD and may be promising for ED-PTSD. METHODS: Ninety individuals with severe PTSD received treatment in a double-blind, placebo-controlled pivotal trial of MDMA-AT. In addition to the primary (Clinician-Administered PTSD Scale) and secondary (Sheehan Disability Scale) outcome measures, the Eating Attitudes Test 26 (EAT-26) was administered for pre-specified exploratory purposes at baseline and at study termination. RESULTS: The study sample consisted of 58 females (placebo = 31, MDMA = 27) and 31 males (placebo = 12, MDMA = 19) (n = 89). Seven participants discontinued prior to study termination. At baseline, 13 (15%) of the 89 individuals with PTSD had total EAT-26 scores in the clinical range (≥20), and 28 (31.5%) had total EAT-26 scores in the high-risk range (≥11) despite the absence of active purging or low weight. In completers (n = 82), there was a significant reduction in total EAT-26 scores in the total group of PTSD participants following MDMA-AT versus placebo (p = .03). There were also significant reductions in total EAT-26 scores in women with high EAT-26 scores ≥11 and ≥ 20 following MDMA-AT versus placebo (p = .0012 and p = .0478, respectively). CONCLUSIONS: ED psychopathology is common in individuals with PTSD even in the absence of EDs with active purging and low weight. MDMA-AT significantly reduced ED symptoms compared to therapy with placebo among participants with severe PTSD. MDMA-AT for ED-PTSD appears promising and requires further study.",2022,May,J Psychiatr Res,149,,128-135,,10.1016/j.jpsychires.2022.03.008,35272210,#28977,Brewerton 2022,"",Possible RCT
"A randomized, controlled pilot study of MDMA (± 3,4-Methylenedioxymethamphetamine)-assisted psychotherapy for treatment of resistant, chronic Post-Traumatic Stress Disorder (PTSD).",Oehen P; Traber R; Widmer V; Schnyder U,"Psychiatrists and psychotherapists in the US (1970s to 1985) and Switzerland (1988-1993) used MDMA legally as a prescription drug, to enhance the effectiveness of psychotherapy. Early reports suggest that it is useful in treating trauma-related disorders. Recently, the first completed pilot study of MDMA-assisted psychotherapy for PTSD yielded encouraging results. Designed to test the safety and efficacy of MDMA-assisted psychotherapy in patients with treatment-resistant PTSD; our randomized, double-blind, active-placebo controlled trial enrolled 12 patients for treatment with either low-dose (25 mg, plus 12.5 mg supplemental dose) or full-dose MDMA (125 mg, plus 62.5 mg supplemental dose). MDMA was administered during three experimental sessions, interspersed with weekly non-drug-based psychotherapy sessions. Outcome measures used were the Clinician-Administered PTSD Scale (CAPS) and the Posttraumatic Diagnostic Scale (PDS). Patients were assessed at baseline, three weeks after the second and third MDMA session (end of treatment), and at the 2-month and 1-year follow-ups. We found that MDMA-assisted psychotherapy can be safely administered in a clinical setting. No drug-related serious adverse events occurred. We did not see statistically significant reductions in CAPS scores (p = 0.066), although there was clinically and statistically significant self-reported (PDS) improvement (p = 0.014). CAPS scores improved further at the 1-year follow-up. In addition, three MDMA sessions were more effective than two (p = 0.016).",2013,Jan,J Psychopharmacol,27,1,40-52,,10.1177/0269881112464827,23118021,#28994,Oehen 2013,"",Possible RCT
"A proof-of-principle study of the short-term effects of 3,4-methylenedioxymethamphetamine (MDMA) on tinnitus and neural connectivity.",Searchfield GD; Poppe TNER; Durai M; Jensen M; Kennedy MA; Maggo S; Miller AL; Park J; Russell BR; Shekhawat GS; Spiegel D; Sundram F; Wise K,"Background: This study was conducted to investigate the short-term behavioural and neurophysiological effects of 3,4-methylenedioxymethamphetamine (MDMA) on tinnitus perception.Methods: A double-blind randomized controlled cross-over design. Part 1. Behavioural measures of tinnitus following 30 mg MDMA or placebo administration (N = 5 participants) and Part 2. Behavioural measures of tinnitus and correlations between pairs of apriori regions of interest (ROI) using resting-state functional magnetic resonance imaging (rs-fMRI) before and after 70 mg of MDMA or placebo (N = 8 participants).Results: The results to MDMA were similar to placebo. For the 70 mg dose, there was a significant reduction after 4 h in annoyance and ignore ratings. RsMRI showed decreased connectivity compared with placebo administration between the left hippocampal, right hippocampal, left amygdala and right amygdala regions, and between the right posterior parahippocampal cortex and the left amygdala after two hours of 70 mg MDMA administration. Increased connectivity compared to placebo administration was found post MDMA between the right post-central gyrus and right posterior and superior temporal gyrus, and between the thalamus and frontoparietal network.Conclusions: Following 70 mg of MDMA two tinnitus rating scales significantly improved. There was, however, a placebo effect. Compared with placebo the rsMRI following the MDMA showed reductions in connectivity between the amygdala, hippocampus and parahippocampal gyrus. There is sufficient proof of concept to support future investigation of MDMA as a treatment for tinnitus.",2020,Jul,Int J Neurosci,130,7,671-682,,10.1080/00207454.2019.1702544,31814488,#28999,Searchfield 2020,"",Possible RCT
"Detection of acute 3,4-methylenedioxymethamphetamine (MDMA) effects across protocols using automated natural language processing.",Agurto C; Cecchi GA; Norel R; Ostrand R; Kirkpatrick M; Baggott MJ; Wardle MC; Wit H; Bedi G,"The detection of changes in mental states such as those caused by psychoactive drugs relies on clinical assessments that are inherently subjective. Automated speech analysis may represent a novel method to detect objective markers, which could help improve the characterization of these mental states. In this study, we employed computer-extracted speech features from multiple domains (acoustic, semantic, and psycholinguistic) to assess mental states after controlled administration of 3,4-methylenedioxymethamphetamine (MDMA) and intranasal oxytocin. The training/validation set comprised within-participants data from 31 healthy adults who, over four sessions, were administered MDMA (0.75, 1.5 mg/kg), oxytocin (20 IU), and placebo in randomized, double-blind fashion. Participants completed two 5-min speech tasks during peak drug effects. Analyses included group-level comparisons of drug conditions and estimation of classification at the individual level within this dataset and on two independent datasets. Promising classification results were obtained to detect drug conditions, achieving cross-validated accuracies of up to 87% in training/validation and 92% in the independent datasets, suggesting that the detected patterns of speech variability are associated with drug consumption. Specifically, we found that oxytocin seems to be mostly driven by changes in emotion and prosody, which are mainly captured by acoustic features. In contrast, mental states driven by MDMA consumption appear to manifest in multiple domains of speech. Furthermore, we find that the experimental task has an effect on the speech response within these mental states, which can be attributed to presence or absence of an interaction with another individual. These results represent a proof-of-concept application of the potential of speech to provide an objective measurement of mental states elicited during intoxication.",2020,Apr,Neuropsychopharmacology,45,5,823-832,,10.1038/s41386-020-0620-4,31978933,#29010,Agurto 2020,"",Possible RCT
"The Effects of Acutely Administered 3,4-Methylenedioxymethamphetamine on Spontaneous Brain Function in Healthy Volunteers Measured with Arterial Spin Labeling and Blood Oxygen Level-Dependent Resting State Functional Connectivity.",Carhart-Harris RL; Murphy K; Leech R; Erritzoe D; Wall MB; Ferguson B; Williams LT; Roseman L; Brugger S; De Meer I; Tanner M; Tyacke R; Wolff K; Sethi A; Bloomfield MA; Williams TM; Bolstridge M; Stewart L; Morgan C; Newbould RD; Feilding A; Curran HV; Nutt DJ,"BACKGROUND: The compound 3,4-methylenedioxymethamphetamine (MDMA) is a potent monoamine releaser that produces an acute euphoria in most individuals. METHODS: In a double-blind, placebo-controlled, balanced-order study, MDMA was orally administered to 25 physically and mentally healthy individuals. Arterial spin labeling and seed-based resting state functional connectivity (RSFC) were used to produce spatial maps displaying changes in cerebral blood flow (CBF) and RSFC after MDMA administration. Participants underwent two arterial spin labeling and two blood oxygen level-dependent scans in a 90-minute scan session; MDMA and placebo study days were separated by 1 week. RESULTS: Marked increases in positive mood were produced by MDMA. Decreased CBF only was observed after MDMA, and this was localized to the right medial temporal lobe (MTL), thalamus, inferior visual cortex, and the somatosensory cortex. Decreased CBF in the right amygdala and hippocampus correlated with ratings of the intensity of global subjective effects of MDMA. The RSFC results complemented the CBF results, with decreases in RSFC between midline cortical regions, the medial prefrontal cortex, and MTL regions, and increases between the amygdala and hippocampus. There were trend-level correlations between these effects and ratings of intense and positive subjective effects. CONCLUSIONS: The MTLs appear to be specifically implicated in the mechanism of action of MDMA, but further work is required to elucidate how the drug's characteristic subjective effects arise from its modulation of spontaneous brain activity.",2015,Oct,Biol Psychiatry,78,8,554-62,,10.1016/j.biopsych.2013.12.015,24495461,#29041,Carhart-Harris 2015,"",Possible RCT
Functional connectivity measures after psilocybin inform a novel hypothesis of early psychosis.,Carhart-Harris RL; Leech R; Erritzoe D; Williams TM; Stone JM; Evans J; Sharp DJ; Feilding A; Wise RG; Nutt DJ,"Psilocybin is a classic psychedelic and a candidate drug model of psychosis. This study measured the effects of psilocybin on resting-state network and thalamocortical functional connectivity (FC) using functional magnetic resonance imaging (fMRI). Fifteen healthy volunteers received intravenous infusions of psilocybin and placebo in 2 task-free resting-state scans. Primary analyses focused on changes in FC between the default-mode- (DMN) and task-positive network (TPN). Spontaneous activity in the DMN is orthogonal to spontaneous activity in the TPN, and it is well known that these networks support very different functions (ie, the DMN supports introspection, whereas the TPN supports externally focused attention). Here, independent components and seed-based FC analyses revealed increased DMN-TPN FC and so decreased DMN-TPN orthogonality after psilocybin. Increased DMN-TPN FC has been found in psychosis and meditatory states, which share some phenomenological similarities with the psychedelic state. Increased DMN-TPN FC has also been observed in sedation, as has decreased thalamocortical FC, but here we found preserved thalamocortical FC after psilocybin. Thus, we propose that thalamocortical FC may be related to arousal, whereas DMN-TPN FC is related to the separateness of internally and externally focused states. We suggest that this orthogonality is compromised in early psychosis, explaining similarities between its phenomenology and that of the psychedelic state and supporting the utility of psilocybin as a model of early psychosis.",2013,Nov,Schizophr Bull,39,6,1343-51,,10.1093/schbul/sbs117,23044373,#29061,Carhart-Harris 2013,"",Possible RCT; Secondary analysis
"Acute Effects of Psilocybin After Escitalopram or Placebo Pretreatment in a Randomized, Double-Blind, Placebo-Controlled, Crossover Study in Healthy Subjects.",Becker AM; Holze F; Grandinetti T; Klaiber A; Toedtli VE; Kolaczynska KE; Duthaler U; Varghese N; Eckert A; Grünblatt E; Liechti ME,"The psychedelic psilocybin is being investigated for the treatment of depression and anxiety. Unclear is whether antidepressant treatments interact with psilocybin. The present study used a double-blind, placebo-controlled, crossover design with two experimental test sessions to investigate the response to psilocybin (25 mg) in healthy subjects after pretreatment with escitalopram or placebo. The treatment order was random and counterbalanced. Pretreatment consisted of 10 mg escitalopram daily for 7 days, followed by 20 mg daily for 7 days, including the day of psilocybin administration, or 14 days of placebo pretreatment before psilocybin administration. Psilocybin treatments were separated by at least 16 days. The outcome measures included self-rating scales that evaluated subjective effects, autonomic effects, adverse effects, plasma brain-derived neurotrophic factor (BDNF) levels, electrocardiogram QTc time, whole-blood HTR2A and SCL6A4 gene expression, and pharmacokinetics. Escitalopram pretreatment had no relevant effect on positive mood effects of psilocybin but significantly reduced bad drug effects, anxiety, adverse cardiovascular effects, and other adverse effects of psilocybin compared with placebo pretreatment. Escitalopram did not alter the pharmacokinetics of psilocin. The half-life of psychoactive free (unconjugated) psilocin was 1.8 hours (range 1.1-2.2 hours), consistent with the short duration of action of psilocybin. Escitalopram did not alter HTR2A or SCL6A4 gene expression before psilocybin administration, QTc intervals, or circulating BDNF levels before or after psilocybin administration. Further studies are needed with a longer antidepressant pretreatment time and patients with psychiatric disorders to further define interactions between antidepressants and psilocybin.",2022,Apr,Clin Pharmacol Ther,111,4,886-895,ClinicalTrials.gov/NCT03912974,10.1002/cpt.2487,34743319,#29071,Becker 2022,"",Possible RCT
"Investigating the mechanisms of hallucinogen-induced visions using 3,4-methylenedioxyamphetamine (MDA): a randomized controlled trial in humans.",Baggott MJ; Siegrist JD; Galloway GP; Robertson LC; Coyle JR; Mendelson JE,"BACKGROUND: The mechanisms of drug-induced visions are poorly understood. Very few serotonergic hallucinogens have been studied in humans in decades, despite widespread use of these drugs and potential relevance of their mechanisms to hallucinations occurring in psychiatric and neurological disorders. METHODOLOGY/PRINCIPAL FINDINGS: We investigated the mechanisms of hallucinogen-induced visions by measuring the visual and perceptual effects of the hallucinogenic serotonin 5-HT2AR receptor agonist and monoamine releaser, 3,4-methylenedioxyamphetamine (MDA), in a double-blind placebo-controlled study. We found that MDA increased self-report measures of mystical-type experience and other hallucinogen-like effects, including reported visual alterations. MDA produced a significant increase in closed-eye visions (CEVs), with considerable individual variation. Magnitude of CEVs after MDA was associated with lower performance on measures of contour integration and object recognition. CONCLUSIONS/SIGNIFICANCE: Drug-induced visions may have greater intensity in people with poor sensory or perceptual processing, suggesting common mechanisms with other hallucinatory syndromes. MDA is a potential tool to investigate mystical experiences and visual perception. TRIAL REGISTRATION: Clinicaltrials.gov NCT00823407.",2010,Dec,PLoS One,5,12,e14074,ClinicalTrials.gov/NCT00823407,10.1371/journal.pone.0014074,21152030,#29093,Baggott 2010,"",Possible RCT
